topic_id,topic_name,onhot_duration,hot_value,record_time
348,湖南张家界新增3例本土确诊,120,1108750,"2021-7-31 09:33"
349,云南新增境外输入确诊病例9例,32,466307,"2021-7-31 09:57"
35,6月30日前广州将再完成新一轮全员核酸,213,449341,"2021-6-26 13:04"
350,银川新增1例确诊病例,134,889346,"2021-7-31 10:19"
351,31省区市新增30例本土确诊,55,466464,"2021-7-31 10:29"
352,郑州新增1例无症状感染者,204,3468650,"2021-7-31 10:45"
353,湖南株洲新增8例无症状感染者,32,445013,"2021-7-31 11:10"
354,湖南新增本土确诊6例,70,1075985,"2021-7-31 11:15"
355,浙江疫情,40,917696,"2021-7-31 11:15"
356,福建新增1例本土确诊,33,629151,"2021-7-31 11:41"
357,南京市新增本土确诊病例6例,32,487042,"2021-7-31 11:50"
358,南京累计报告本土确诊190例,31,508501,"2021-7-31 12:07"
359,专家回应江苏近日重型病例增多情况,32,841410,"2021-7-31 12:17"
36,广州将建国际健康驿站代替隔离酒店,227,267522,"2021-6-26 14:58"
360,郑州新增无症状曾在产科就诊,133,598389,"2021-7-31 12:37"
361,南京新增2个中风险地区,32,570304,"2021-7-31 12:56"
362,江苏新增19例本土确诊,225,4784482,"2021-7-31 13:00"
363,郑州开展全员核酸检测,32,619025,"2021-7-31 13:04"
364,长沙新增阳性曾与北京确诊共同就餐,142,1816760,"2021-7-31 13:08"
365,扬州新增10例本土确诊,206,1268607,"2021-7-31 13:10"
366,南京市新冠肺炎感染者增至191例,33,679434,"2021-7-31 13:15"
367,进京无核酸证明将被劝返为假消息,41,885059,"2021-7-31 13:32"
368,南京8月初恢复第二针新冠疫苗接种,95,1773921,"2021-7-31 13:36"
369,湖北黄冈红安县一8岁男童核酸检测阳性,137,724666,"2021-7-31 13:52"
37,钟南山呼吁未成年人和老人加强疫苗接种,454,1689636,"2021-6-26 15:00"
370,福建新增3例确诊,36,710593,"2021-7-31 14:09"
371,超过8周接种第二剂疫苗也能产生抗体,32,541380,"2021-7-31 14:30"
372,扬州新增10例中有9例在棋牌室打过牌,120,1064603,"2021-7-31 14:39"
373,郑州1地升为高风险3地中风险,66,569947,"2021-7-31 14:39"
374,南京通报新增6例本土病例详情,60,549148,"2021-7-31 14:47"
375,四川一次密接因拒绝隔离被行拘,105,1248263,"2021-7-31 15:00"
376,直击郑州全员核酸检测,32,676326,"2021-7-31 15:52"
377,中疾控提醒暂缓高中风险地区旅行,31,715610,"2021-7-31 16:05"
378,德尔塔毒株或导致更严重疾病,219,6264927,"2021-7-31 16:16"
379,本月新增本土病例接近此前5个月总和,59,680190,"2021-7-31 16:21"
38,钟南山说德尔塔病毒载量比普通株高10倍,33,280374,"2021-6-26 20:00"
380,德尔塔变异株是目前主要传播毒株,31,624353,"2021-7-31 16:21"
381,北京疫情2,121,1303961,"2021-7-31 16:23"
382,德尔塔病毒传播能力,31,610826,"2021-7-31 16:33"
383,专家回应打完疫苗仍被感染,31,677155,"2021-7-31 16:35"
384,南京第三轮核酸检测结果已出,36,732470,"2021-7-31 16:36"
385,疫苗接种必须和严格防控措施并用,32,736420,"2021-7-31 16:47"
386,各种变异株仍在现有疫苗可控范围内,32,713938,"2021-7-31 16:56"
387,南京疫情重症患者大部分有基础性疾病,32,715967,"2021-7-31 16:57"
388,南京疫情关联病例已累计报告262例,32,713378,"2021-7-31 16:59"
389,大哥扛着空调到核酸检测点3小时装好 ,72,767257,"2021-7-31 17:04"
39,广东接种过疫苗感染者均未发生重症,275,680080,"2021-6-26 21:45"
390,南京此轮疫情有三个特点,32,709621,"2021-7-31 17:06"
391,南京病例转重症平均5天,30,672408,"2021-7-31 17:09"
392,南京此轮疫情短期内仍有扩散风险,99,1147719,"2021-7-31 17:34"
393,郑州发现多例疑似病例,322,2470423,"2021-7-31 17:38"
394,南京疫情重症患者均感染德尔塔变异株,148,1612388,"2021-7-31 18:50"
395,感染德尔塔患者住院风险增加2.6倍,35,736115,"2021-7-31 19:38"
396,江苏有确诊病例地区停止学生暑托服务,84,1370392,"2021-7-31 19:44"
397,张家界首发病例与南京禄口机场疫情相关,144,1723150,"2021-7-31 20:25"
398,疫情中高风险地区汇总,32,556698,"2021-7-31 20:37"
399,南京市民向抗疫一线捐100箱鸭血粉丝汤,49,885073,"2021-7-31 20:52"
4,广东新增2例本土确诊病例,214,569176,"2021-6-22 11:56"
40,广州全市均为低风险地区,367,636180,"2021-6-26 22:19"
400,打疫苗后又被感染系突破病例,299,2559291,"2021-7-31 21:36"
401,河南郑州新冠肺炎疫情防控新闻发布会,37,935005,"2021-7-31 22:01"
402,南京警方通报3起妨害传染病防治案,85,935829,"2021-7-31 22:22"
403,郑州通报11例确诊病例,29,583112,"2021-7-31 22:40"
404,湖南湘西自治州新增1例确诊病例,30,560941,"2021-7-31 22:43"
405,郑州此次疫情主要发生在医院内部,30,595980,"2021-7-31 22:53"
406,中国正研发变异毒株针对性疫苗,29,593752,"2021-7-31 22:57"
407,7月新增本土确诊328例,29,593330,"2021-7-31 23:03"
408,此次疫情会大规模暴发吗,276,17046767,"2021-7-31 23:59"
409,郑州疫情,307,5053873,"2021-7-31 23:59"
41,广州市中风险地区清零,422,531357,"2021-6-26 23:13"
410,郑州通报16例无症状感染者,115,2876775,"2021-7-31 23:59"
411,厦门3例样本与Delta毒株高度吻合,135,2287885,"2021-7-31 23:59"
412,郑州新增4例确诊病例,122,1034805,"2021-7-31 23:59"
413,扬州将适时启动新一轮核酸检测,30,397250,"2021-7-31 23:59"
414,31省区市10天新增243例本土确诊,35,402231,"2021-8-1 08:59"
415,山东烟台新增1例关联南京禄口机场确诊,127,2777528,"2021-8-1 09:52"
416,扬州新增12例本土确诊病例,32,684114,"2021-8-1 10:00"
417,湖南新增4例本土确诊,33,698044,"2021-8-1 10:01"
418,南京新增14例本土确诊病例,33,678374,"2021-8-1 10:05"
419,31省区市新增本土确诊53例,32,656516,"2021-8-1 10:12"
42,钟南山说过去的密接概念已不适用,170,1777269,"2021-6-26 23:59"
420,淮安新增本土确诊4例,33,675614,"2021-8-1 10:13"
421,郑州此次疫情传播快病毒载量高,113,872335,"2021-8-1 11:57"
422,河南商丘新增1例本土病例,66,621302,"2021-8-1 12:02"
423,钟南山说南京疫情整体可控,188,7321038,"2021-8-1 12:13"
424,普通人群接种疫苗1年内无需打加强针,72,799639,"2021-8-1 12:18"
425,厦门新增1确诊病例1无症状感染者,33,540917,"2021-8-1 12:19"
426,南京累计报告本土确诊病例204例,31,553769,"2021-8-1 12:49"
427,江苏新增30例本土确诊,208,8497008,"2021-8-1 12:56"
428,南京卫健委回应外地人如何转绿码,105,1248837,"2021-8-1 13:26"
429,南京病例主要集中在禄口机场及周边,72,1332496,"2021-8-1 13:40"
43,广州隔离病房高考生成绩出炉,305,973759,"2021-6-26 23:59"
430,南京本土确诊病例江宁溧水占九成,45,1147168,"2021-8-1 13:54"
431,海口新增1例本土确诊,145,1049131,"2021-8-1 14:07"
432,河南新增本土无症状20例,265,2285672,"2021-8-1 14:19"
433,南京市新冠肺炎感染者增至204例,32,632282,"2021-8-1 14:40"
434,四川9例本土病例与南京疫情株同源,66,820308,"2021-8-1 14:41"
435,湖南益阳新增1例确诊3例无症状,32,485532,"2021-8-1 15:32"
436,一图了解本轮疫情传播链条,31,647362,"2021-8-1 15:53"
437,南京16例轻型病例转普通型,150,1671440,"2021-8-1 15:55"
438,海口新增1例新冠肺炎确诊病例,32,641957,"2021-8-1 16:13"
439,南京鼓楼区黄码转绿码人员过万,227,1820542,"2021-8-1 16:30"
44,钟南山谈德尔塔变异毒株密接新概念,105,321968,"2021-6-26 23:59"
440,南京辟谣疫情源头系会计嫖娼交叉感染,147,2181839,"2021-8-1 16:48"
441,长沙市民航拍橘子洲疫情前后对比,33,647618,"2021-8-1 16:51"
442,意新冠病毒或来自美军血液项目,34,758820,"2021-8-1 16:54"
443,江苏淮安一旅行团乘坐动车检出5例阳性,31,645498,"2021-8-1 16:59"
444,扬州内一区域升为高风险,30,533194,"2021-8-1 17:20"
445,扬州8个地区调整为中风险地区,29,519387,"2021-8-1 17:24"
446,南京新增14例轨迹公布,108,1389989,"2021-8-1 17:33"
447,北京疫情防控新闻发布会,30,816577,"2021-8-1 17:45"
448,河南疫情防控发布会,31,812084,"2021-8-1 17:48"
449,长沙市民给医护送多车冷饮西瓜,30,811434,"2021-8-1 17:51"
45,德尔塔变异毒株致多国疫情反弹,8,320583,"2021-6-26 23:59"
450,新冠病毒未来可能出现抗原漂移,246,2671629,"2021-8-1 18:00"
451,呼伦贝尔密接者曾转机北京哈尔滨,31,810879,"2021-8-1 18:06"
452,不是全国都叫健康码,260,2210149,"2021-8-1 18:08"
453,严控中高风险地区人员进京,31,810719,"2021-8-1 18:09"
454,湖北急寻D3078次列车阳性病例同乘者,101,1565297,"2021-8-1 18:11"
455,北京提升进京管控等级,27,728602,"2021-8-1 18:17"
456,郑州来西安人员隔离14天,32,741734,"2021-8-1 18:21"
457,钟南山称密切接触者已重新定义,85,1683016,"2021-8-1 18:39"
458,浙江在校学生原则上由学校统一组织接种,31,734299,"2021-8-1 18:39"
459,北京29日公布病例感染德尔塔病毒,27,733525,"2021-8-1 18:41"
46,广东连续6日本土无新增,75,240890,"2021-6-28 13:26"
460,全国有4个高风险91个中风险,32,346210,"2021-8-1 18:51"
461,呼伦贝尔市疾控紧急公告,30,437848,"2021-8-1 18:56"
462,世卫称抗疫成果或将失去,35,576425,"2021-8-1 18:59"
463,救援队返程因核酸没出结果露宿,63,988399,"2021-8-1 19:59"
464,北京29日公布病例与南京疫情病毒高度同源,35,808283,"2021-8-1 19:59"
465,湖北红安新增2例无症状感染者,31,800892,"2021-8-1 20:18"
466,北京新增2例京外关联本地确诊,150,1518967,"2021-8-1 20:19"
467,济南紧急寻找密接轨迹重合人员,22,800077,"2021-8-1 20:27"
468,郑州全员核酸检测已完成采样超百万份,31,799387,"2021-8-1 20:33"
469,扬州已排查密接和次密接2433人,32,719313,"2021-8-1 20:49"
47,国产疫苗对德尔塔变异株仍有效,102,268709,"2021-6-28 14:03"
470,重庆本地确诊病例均为感染德尔塔变异株,135,1785528,"2021-8-1 20:51"
471,荥阳全市范围内开展全员核酸检测,32,553554,"2021-8-1 21:02"
472,烟台新增1例确诊病例,34,546533,"2021-8-1 21:21"
473,北京新增感染者曾赴张家界三亚旅游,125,1783218,"2021-8-1 21:47"
474,河南药店暂停销售退烧药物,103,1260814,"2021-8-1 21:53"
475,驰援郑州医护带着速溶咖啡应急药品出发,125,752964,"2021-8-1 22:21"
476,萌娃做核酸检测全程乖巧配合,33,574223,"2021-8-1 22:45"
477,血液样本证欧洲19年秋季已有新冠,89,1366678,"2021-8-1 22:54"
478,郑州多小区将通宵进行核酸检测,33,847954,"2021-8-1 22:54"
479,无锡通报一例外省无症状在锡活动轨迹,30,918003,"2021-8-1 22:58"
48,打疫苗送迪士尼门票,2,181545,"2021-6-28 16:24"
480,四川省疾控公告,32,576665,"2021-8-1 23:07"
481,厦门首轮检测均为阴性,32,571332,"2021-8-1 23:10"
482,南京门诊部诊所全部停诊,34,949731,"2021-8-1 23:28"
483,石家庄非必要不举办人员聚集性活动,34,868472,"2021-8-1 23:45"
484,太原疾控中心紧急提醒,33,768353,"2021-8-1 23:51"
485,山西5地通报密接者和重点管控人员,33,766306,"2021-8-1 23:56"
486,钟南山说与确诊病例前四天共处也是密接者,205,3920431,"2021-8-1 23:59"
487,郑州夫妻封闭小区门口降价卖菜,101,2290081,"2021-8-1 23:59"
488,湖北荆州通报2例新冠确诊,39,568763,"2021-8-2 09:03"
489,湖南新增7例本土确诊,38,934275,"2021-8-2 09:23"
49,钟南山分析广东疫情,31,203763,"2021-6-28 18:04"
490,南京新增11例本土确诊病例,33,517056,"2021-8-2 09:35"
491,南京江宁区启动第四轮核酸检测,32,518629,"2021-8-2 09:36"
492,扬州新增26例本土确诊病例,36,670038,"2021-8-2 09:41"
493,河南各地准备不少于300间集中隔离房间,162,1259725,"2021-8-2 10:02"
494,株洲新增6例无症状,141,853151,"2021-8-2 10:09"
495,广东疾控提醒非必要不出省,31,508152,"2021-8-2 10:41"
496,烟台新增省外输入关联确诊病例1例,31,505804,"2021-8-2 10:43"
497,郑州市个人核酸证明查验服务点,31,580302,"2021-8-2 10:44"
498,郑州防控区调整为封控区,32,509695,"2021-8-2 10:54"
499,宁夏银川急寻确诊病例密接者,36,590353,"2021-8-2 11:04"
5,深圳4例本土病例均感染Dalta变异株,35,379082,"2021-6-22 19:12"
50,印度新冠死亡人数或达200万人,140,509743,"2021-6-28 18:47"
500,山东烟台新增本土确诊1例,32,513520,"2021-8-2 11:06"
501,江苏新增本土确诊病例40例,120,617425,"2021-8-2 11:25"
502,南京一核酸阳性人员不知去向系误传,139,1757218,"2021-8-2 11:27"
503,河南新增28例本土无症状,107,1237073,"2021-8-2 12:31"
504,淮安通报新增3名阳性人员轨迹,31,863933,"2021-8-2 12:41"
505,杭州各医院看病需查验14天内行程码,32,867851,"2021-8-2 12:50"
506,南京8例轻型转为普通型,93,1513618,"2021-8-2 12:52"
507,北京新增4例境外输入确诊和2例无症状,32,848802,"2021-8-2 12:56"
508,北京出现京外疫情关联病例,70,1301519,"2021-8-2 12:59"
509,扬州新增8个中风险地区,32,930097,"2021-8-2 13:15"
51,广州不再限制堂食每桌10人,169,1218617,"2021-6-28 23:59"
510,南京通报新增11例确诊病例详情,32,911205,"2021-8-2 13:27"
511,南京今日新增均在隔离人群中发现,84,1325069,"2021-8-2 13:31"
512,澳大利亚斥资千万防疫软件仅44人使用,76,1008823,"2021-8-2 13:42"
513,扬州11587名在校大学生严格实施封闭管理,71,935052,"2021-8-2 13:53"
514,南京回应启动第4轮核酸检测筛查,32,737241,"2021-8-2 14:04"
515,杭州拱墅区两名密接者已被集中隔离,80,1216560,"2021-8-2 14:05"
516,南京14岁以下病例都系居家发病,31,923373,"2021-8-2 14:08"
517,郑州市民可上郑好办查核酸检测结果,31,872659,"2021-8-2 14:12"
518,南京第13场新冠疫情防控发布会,31,908757,"2021-8-2 14:23"
519,杭州疫情,133,1474461,"2021-8-2 14:56"
52,上海疫苗,234,589502,"2021-6-29 14:04"
520,湖南20例新冠病毒标本测序均为德尔塔毒株,94,1312623,"2021-8-2 14:57"
521,武汉7名外来务工人员核酸阳性,33,779564,"2021-8-2 15:02"
522,铁路暂停高风险地区进京列车售票,31,629356,"2021-8-2 15:37"
523,江苏省长称扬州疫情尚未见底,83,1608884,"2021-8-2 15:59"
524,南京疫情传播链延长到至少365人,32,684435,"2021-8-2 15:59"
525,北京3例感染者在三亚活动轨迹,115,1555678,"2021-8-2 16:20"
526,河北香河寻找密接者关联人员,30,831638,"2021-8-2 16:32"
527,一人感染德尔塔可传染八人,120,1845520,"2021-8-2 16:37"
528,扬州15地调整为中风险地区,30,826523,"2021-8-2 16:39"
529,北京疫情防控工作发布会,31,792499,"2021-8-2 16:40"
53,男子接种疫苗因晕针紧抱身旁辅警,223,976566,"2021-6-29 14:09"
530,荆州火车站候车厅已关联至少10例感染者,32,819465,"2021-8-2 16:41"
531,武汉全天候防疫攻略,31,795948,"2021-8-2 16:43"
532,年龄极小婴幼儿不宜戴口罩,107,1211174,"2021-8-2 16:44"
533,南京开展第四轮部分区域核酸检测,24,790337,"2021-8-2 16:47"
534,新东方杭州学校一校区全员检测均阴性,32,765965,"2021-8-2 16:48"
535,南京儿童发烧就诊需等核酸结果方可离开,87,2356037,"2021-8-2 17:06"
536,江苏省长称扬州疫情发生早发现晚,89,1241098,"2021-8-2 17:36"
537,武汉疫情1,281,6772102,"2021-8-2 19:12"
538,钟南山对疫情问题给出最新研判,33,840971,"2021-8-2 19:43"
539,北京新增确诊病例住址为海淀区国兴家园,116,1488175,"2021-8-2 19:51"
54,上海一接种点边打疫苗边听歌,31,230523,"2021-6-29 16:19"
540,南京医护人员脱下防护服用鸭子步走路,45,769381,"2021-8-2 20:35"
541,D3078次列车已发现9名感染者,186,2708703,"2021-8-2 21:04"
542,郑州此轮疫情有13例确诊50例无症状,33,844748,"2021-8-2 21:08"
543,郑州通报8例确诊27例无症状活动轨迹,31,815887,"2021-8-2 21:13"
544,浦东机场1名货机服务人员新冠阳性,120,1918266,"2021-8-2 21:35"
545,郑州疫情最初感染者与缅甸患者同源,103,1072654,"2021-8-2 22:25"
546,郑州市新增本土确诊病例13例,54,829185,"2021-8-2 22:27"
547,婴幼儿如何预防新冠病毒,31,726978,"2021-8-2 22:45"
548,郑州对确诊患者实施一人一案治疗,62,826981,"2021-8-2 23:01"
549,厦门市民暴雨中撑伞做核酸,31,644353,"2021-8-2 23:01"
55,印度毛霉菌感染病例已超4万,144,149961,"2021-6-30 02:23"
550,做好18岁以下符合条件学生疫苗接种工作,31,649235,"2021-8-2 23:02"
551,一密接者曾在增城搭公交,71,1185839,"2021-8-2 23:18"
552,郑州六院确诊患者转至岐伯山医院治疗,32,840203,"2021-8-2 23:31"
553,武汉7例本地病例轨迹,36,836870,"2021-8-2 23:42"
554,山西男子从郑州隔离点逃脱,155,1528244,"2021-8-2 23:59"
555,南京1名入境人员核酸检测复阳,59,1147962,"2021-8-2 23:59"
556,市民拍西安大唐不夜城疫情前后对比,13,314195,"2021-8-2 23:59"
557,上海新增1本地确诊为外航货机服务人员,38,864648,"2021-8-3 09:13"
558,31省区市新增61例例本土确诊,14,410493,"2021-8-3 09:34"
559,上海浦东机场连夜展开大规模核酸检测,111,2263586,"2021-8-3 09:51"
56,新冠疫苗接种率达77.6%意味什么,465,666115,"2021-6-30 23:59"
560,武汉新增3例本土确诊,32,410105,"2021-8-3 09:52"
561,烟台确诊2例新冠轻型病例,32,405923,"2021-8-3 09:54"
562,南京新增5例本土确诊,31,407698,"2021-8-3 09:56"
563,湖南新增6例本土确诊,33,614514,"2021-8-3 09:59"
564,烟台3个区域调整为中风险,33,545262,"2021-8-3 10:22"
565,南京江宁商场批发市场暂停营业,111,963468,"2021-8-3 10:25"
566,31省区市新增61例本土确诊,32,347772,"2021-8-3 10:40"
567,湖南新增本土无症状2例,39,525050,"2021-8-3 11:20"
568,目前上海新增病例所有密接者没有阳性,39,510473,"2021-8-3 11:29"
569,南京累计报告本土确诊病例220例,32,338122,"2021-8-3 11:32"
57,广东三起疫情社区传播均已阻断,268,566028,"2021-6-30 23:59"
570,江苏新增45例本土确诊,172,1662559,"2021-8-3 12:15"
571,扬州报告本土确诊40例,172,483741,"2021-8-3 12:19"
572,湖北省疫情防控新闻发布会,49,400878,"2021-8-3 12:20"
573,河南新增15例本土无症状,195,1149149,"2021-8-3 12:21"
574,上海疫情,155,946958,"2021-8-3 12:51"
575,扬州进一步严格小区自然村封控管理,30,592251,"2021-8-3 12:54"
576,扬州累计报告本土确诊病例94例,31,589105,"2021-8-3 13:01"
577,扬州疫情防控新闻发布会,29,586271,"2021-8-3 13:01"
578,英科学家称将出现新变种令目前疫苗失效,107,659936,"2021-8-3 13:13"
579,钟南山称国产疫苗对德尔塔有效,284,4314902,"2021-8-3 13:16"
58,广州烟火气回来了,233,388979,"2021-7-1 23:59"
580,美情报机构2019年就预言新冠大流行,62,599098,"2021-8-3 13:16"
581,上海新增1本地确诊14天内未离沪,165,1298112,"2021-8-3 13:31"
582,陕西神木一送检样本存在感染风险,31,587162,"2021-8-3 13:47"
583,究竟什么是德尔塔变异株,30,579007,"2021-8-3 13:48"
584,烟台启动主城区第一轮全员核酸检测,31,578321,"2021-8-3 13:58"
585,扬州出现2例重型病例,32,730558,"2021-8-3 14:21"
586,新人一线抗疫父母代替完成婚礼,32,476841,"2021-8-3 14:33"
587,武汉经开区沌口街道调整为中风险地区,32,476468,"2021-8-3 14:39"
588,厦门1例无症状感染者转为确诊病例,33,495921,"2021-8-3 14:45"
589,南京新增5例均在隔离人群发现,128,1571461,"2021-8-3 14:52"
59,最危险的4种新冠病毒变种,179,400721,"2021-7-2 18:05"
590,上海新增确诊者系接种疫苗后突破病例,200,5510813,"2021-8-3 15:12"
591,海口确诊病例为感染德尔塔毒株,106,1233716,"2021-8-3 15:35"
592,山东健康码崩了,220,1291451,"2021-8-3 15:56"
593,萌娃测核酸和护士讨价还价,32,650486,"2021-8-3 16:04"
594,两名澳门居民新冠病毒核酸初步检测阳性,48,732382,"2021-8-3 16:08"
595,南京创建无疫小区,31,643910,"2021-8-3 16:10"
596,澳门疫情,52,1190566,"2021-8-3 16:49"
597,江苏45371家棋牌室麻将馆全部停业,30,722984,"2021-8-3 17:01"
598,江苏举全省之力支持南京核酸检测,50,692797,"2021-8-3 17:39"
599,河南健康码可查看核酸检测结果,31,813105,"2021-8-3 18:08"
6,我国疫苗对德尔塔变异毒株仍有效,36,591260,"2021-6-22 23:59"
60,多地7月恢复疫苗第一针接种,183,480808,"2021-7-2 18:29"
600,南京疫情最早发病时间为7月13日,129,1929393,"2021-8-3 18:09"
601,扬州确诊病例曾去鸿星尔克专卖店,144,2703573,"2021-8-3 18:53"
602,南京急寻出入一棋牌室人员,87,810264,"2021-8-3 19:18"
603,郑州确诊病例行动轨迹区域全部封闭,47,634916,"2021-8-3 19:29"
604,上海确诊病例为浦东机场货运区驾驶员,110,986523,"2021-8-3 20:17"
605,扬州公布40例本土确诊病例行程轨迹,44,475054,"2021-8-3 20:52"
606,烟台新增4例确诊病例,104,1014634,"2021-8-3 21:39"
607,国内疫情呈多点散发态势,32,649609,"2021-8-3 21:59"
608,新发现中药连花清瘟对德尔塔病毒有效,46,4932429,"2021-8-3 23:59"
609,张文宏说百分百预防感染的疫苗是不存在的,134,1586307,"2021-8-3 23:59"
61,武汉新冠病毒疫苗第二剂次接种超780万人,199,965103,"2021-7-2 19:45"
610,中国健儿防疫意识有多强,85,402158,"2021-8-4 09:02"
611,中国运动员防疫意识有多强,518,821148,"2021-8-4 09:10"
612,云南省8月3日新增本土确诊病例3例,30,378084,"2021-8-4 09:24"
613,欧洲早期新冠病毒来自美军德特里克堡,46,724447,"2021-8-4 09:38"
614,河南新增9例本土无症状,40,685104,"2021-8-4 09:39"
615,烟台新增6例省外输入确诊病例,73,1015597,"2021-8-4 09:42"
616,扬州新增32例本土确诊病例,36,541399,"2021-8-4 09:56"
617,江苏新增35例本土确诊,36,544487,"2021-8-4 09:57"
618,湖南新增15例本土确诊,40,832708,"2021-8-4 09:59"
619,31省区市新增71例本土确诊,37,478924,"2021-8-4 10:11"
62,钟南山说休舱不等于休息,301,1718438,"2021-7-2 20:50"
620,南京新增3例本土确诊,35,316725,"2021-8-4 10:13"
621,辉瑞和莫德纳新冠疫苗趁势对欧盟涨价,39,522447,"2021-8-4 10:14"
622,武汉新增9例本土确诊,38,679095,"2021-8-4 10:15"
623,南京累计报告本土确诊病例223例,31,258130,"2021-8-4 10:20"
624,武汉本轮疫情与江苏病例毒株高度同源,46,806041,"2021-8-4 10:34"
625,大叔疫情期与失散56年亲人隔屏相认,112,1398319,"2021-8-4 11:02"
626,郑州新增2例本土确诊,128,551034,"2021-8-4 11:04"
627,烟台疫情,215,861581,"2021-8-4 12:28"
628,株洲新增确诊病例12例,147,948496,"2021-8-4 13:16"
629,扬州市第6场疫情防控新闻发布会,32,435483,"2021-8-4 14:29"
63,广州连续14天本土确诊零新增,111,325226,"2021-7-3 13:49"
630,北京望京一小区因疫情封闭,65,1250592,"2021-8-4 15:15"
631,小伙子和核酸检测护士互相比心,30,525521,"2021-8-4 15:42"
632,三门峡全市全员核酸检测,31,565064,"2021-8-4 15:51"
633,上海一确诊病例感染德尔塔变异株,33,904155,"2021-8-4 16:26"
634,张文宏称疫苗是与德尔塔交锋主要武器,33,599842,"2021-8-4 16:46"
635,全国疫情呈多点发生局部暴发态势,33,598637,"2021-8-4 16:47"
636,新冠拉姆达变异毒株或可逃避中和抗体,122,1699806,"2021-8-4 16:50"
637,我国新冠疫苗接种剂次超17亿,111,1384332,"2021-8-4 17:10"
638,上海确诊病例与近期本土病例无关联,119,1340777,"2021-8-4 17:23"
639,湖南本轮疫情来源明确,31,560287,"2021-8-4 17:27"
64,美佛州塌楼事故6名搜救队员感染新冠,43,250631,"2021-7-3 14:39"
640,北京新增3例京外关联本地确诊,72,841204,"2021-8-4 17:56"
641,武义紧急寻找密切接触者,31,603015,"2021-8-4 17:56"
642,北京望京涉疫小区将启动核酸检测,32,454162,"2021-8-4 18:30"
643,武汉已封控16小区11工地,33,519808,"2021-8-4 18:31"
644,南京541个行政村6934个自然村封闭管理,33,549877,"2021-8-4 18:55"
645,北京此轮疫情与南京疫情属同一传播链,93,737911,"2021-8-4 18:56"
646,湖北确诊病例全部为感染德尔塔毒株,128,1331864,"2021-8-4 19:55"
647,山东泰安疫情线索举报人获奖10万,31,530630,"2021-8-4 20:11"
648,湖北荆州已完成核酸检测86956人均为阴性,31,526061,"2021-8-4 20:21"
649,北京新增3例确诊均为8月1日公布病例密接,32,643334,"2021-8-4 20:27"
65,广州公交地铁无须出示健康码,131,296278,"2021-7-3 14:54"
650,南京核酸检测人员头发拧出水,41,758960,"2021-8-4 21:23"
651,山东金色健康码重新上线,31,658217,"2021-8-4 22:02"
652,郑州市疫情防控新闻发布会,30,723616,"2021-8-4 22:25"
653,郑州本轮疫情累计感染101人,122,1540351,"2021-8-4 22:59"
654,武汉市已完成核酸采样252.8万余人,31,787238,"2021-8-4 23:16"
655,武汉8月6日前完成全员核酸检测,32,786483,"2021-8-4 23:31"
656,郑州一确诊病例故意隐瞒行程被立案侦查,160,2576375,"2021-8-4 23:59"
657,上海确诊病例曾在污染环境中解开防护服,136,2007880,"2021-8-4 23:59"
658,郑州市已选定隔离酒店53家,78,1031085,"2021-8-4 23:59"
659,全球累计新冠确诊病例超2亿,97,808653,"2021-8-5 08:56"
66,钟南山请大家放心打国产疫苗,152,2227355,"2021-7-3 23:59"
660,深圳康泰生物成功分离德尔塔变异株,468,3274726,"2021-8-5 09:38"
661,扬州新增36例本土确诊病例,35,472752,"2021-8-5 09:43"
662,江苏新增本土确诊40例,36,540473,"2021-8-5 09:51"
663,湖南新增9例确诊,33,385106,"2021-8-5 10:06"
664,江苏新增本土出院病例6例,33,353510,"2021-8-5 10:07"
665,郑州已检测1118万人,34,447852,"2021-8-5 10:10"
666,南京累计报告227例本土确诊,33,347303,"2021-8-5 10:23"
667,南京新增4例本土确诊病例,41,367024,"2021-8-5 10:55"
668,湖南新增7例无症状,32,344467,"2021-8-5 10:57"
669,扬州累计报告162例本土确诊,32,343823,"2021-8-5 11:10"
67,钟南山称打开国门需要全世界共同努力,426,840922,"2021-7-4 10:37"
670,南京6例本土病例出院,35,345277,"2021-8-5 12:01"
