topic_id,topic_name,onhot_duration,hot_value,record_time
671,烟台美容院新增3例感染者,71,609809,"2021-8-5 12:40"
672,全国有5个高风险154个中风险,49,336527,"2021-8-5 12:47"
673,河南新增22例本土无症状,222,1078626,"2021-8-5 12:49"
674,江苏现有10例重症2例危重型,194,1159909,"2021-8-5 13:38"
675,南京1例重型转普通型,55,379257,"2021-8-5 14:40"
676,福奇称美国秋季每日新增病例或达20万,31,399302,"2021-8-5 14:47"
677,郑州护士核酸采样遇到儿子,32,579827,"2021-8-5 16:39"
678,扬州市第7场疫情防控新闻发布会,31,583214,"2021-8-5 16:42"
679,西安健康码新增15天核酸检测结果,75,853648,"2021-8-5 17:02"
68,不同人打疫苗的反应,31,200879,"2021-7-4 17:34"
680,郑州六院疫情与南京此轮疫情无关联,31,582121,"2021-8-5 17:11"
681,奥运相关人员新增确诊31例,31,561088,"2021-8-5 17:13"
682,郑州六院被感染护士曾参加800人婚宴,206,4446351,"2021-8-5 17:53"
683,郑州开展第二轮全市全员核酸检测,30,616626,"2021-8-5 18:01"
684,湖北4日新增确诊系武汉沌口返回荆门人员,32,616853,"2021-8-5 18:15"
685,河南许昌新增1例确诊,32,613434,"2021-8-5 18:16"
686,旅游目的地列为中高风险必须取消行程,29,610368,"2021-8-5 18:25"
687,禄口机场疫情首批出院患者转入康复医院,60,641001,"2021-8-5 18:37"
688,安阳发现1例无症状感染者,33,605979,"2021-8-5 18:55"
689,郑州年龄最小感染者7岁,103,875474,"2021-8-5 19:50"
69,云南新增3名本土确诊均在姐告,32,266478,"2021-7-5 11:55"
690,疫苗对德尔塔变异株仍有良好防护作用,69,583984,"2021-8-5 20:08"
691,郑州一确诊病例曾游览成都景区,103,1711089,"2021-8-5 20:59"
692,郑州新增本土确诊3例,32,746406,"2021-8-5 21:47"
693,武汉疫情2,72,994139,"2021-8-5 22:20"
694,武汉新增3例确诊12例无症状,52,814321,"2021-8-5 22:42"
695,烟台现有11例确诊病例,93,1417506,"2021-8-5 22:51"
696,云南省暂停开展跨省旅游活动,53,757416,"2021-8-5 23:43"
697,武汉网友晒隔离餐,35,473835,"2021-8-5 23:44"
698,南京地铁查健康码是否系截图,100,1422984,"2021-8-5 23:59"
699,重庆本地确诊病例传播源头查清,96,1070428,"2021-8-5 23:59"
7,广东无新增本土确诊和本土无症状,191,600534,"2021-6-23 10:40"
70,云南新增3例本土确诊,279,1381000,"2021-7-5 12:08"
700,张家界2个区域划为高风险,14,318964,"2021-8-6 00:13"
701,武汉市疫情防控新闻发布会,15,325117,"2021-8-6 00:14"
702,本轮疫情郑州已报告本土病例112例,47,536983,"2021-8-6 00:46"
703,武汉完成核酸检测378万人,454,429780,"2021-8-6 07:48"
704,湖南张家界新增5例本土确诊,82,752178,"2021-8-6 08:54"
705,全球累计确诊新冠肺炎超2亿例,31,329519,"2021-8-6 08:54"
706,内蒙古新增本土确诊详情,49,887978,"2021-8-6 09:11"
707,低风险地区电影院上座率不得高于75%,517,332011,"2021-8-6 09:11"
708,31省区市新增80例本土确诊,31,438236,"2021-8-6 09:27"
709,河南新增1例本土确诊,82,1089317,"2021-8-6 10:09"
71,我国新冠疫苗接种超13亿剂次,147,426844,"2021-7-5 17:43"
710,扬州新增本土确诊58例,87,891302,"2021-8-6 10:37"
711,江苏新增3例重型病例,34,385542,"2021-8-6 10:42"
712,海口两例确诊病例无关联,77,721887,"2021-8-6 11:20"
713,确诊病例的行程轨迹是怎么来的,34,451098,"2021-8-6 11:23"
714,凡去过郑州六院均属高风险人群,105,908817,"2021-8-6 12:29"
715,湖南新增9例本土确诊,84,441392,"2021-8-6 12:36"
716,江苏新增61例本土确诊,228,3500583,"2021-8-6 12:51"
717,扬州站扬州东站客运业务临时停办,75,649667,"2021-8-6 14:08"
718,女儿在检测现场认出6天没回家的妈妈,282,3849126,"2021-8-6 14:58"
719,呼伦贝尔海拉尔区全员核酸检测,31,378652,"2021-8-6 15:56"
72,河南金钟罩健康码,175,1126922,"2021-7-6 15:31"
720,郑州非生活必需场所一律暂时停业,28,565378,"2021-8-6 17:37"
721,武汉已封控104个小区,283,3534381,"2021-8-6 18:11"
722,核酸检测点护士凌晨弹钢琴,31,570351,"2021-8-6 20:05"
723,男子伪造核酸报告每份卖40元,46,577842,"2021-8-6 20:07"
724,北京全力做好奥运归国人员隔离接待准备,108,1445145,"2021-8-6 20:34"
725,郑州全市小区闭环管理,161,1006699,"2021-8-6 20:47"
726,河南开封新增4例确诊病例,31,669901,"2021-8-6 20:53"
727,央视批疫情防控粗暴执法实属不该,129,1669994,"2021-8-6 22:18"
728,湖南省健康码申明,12,319684,"2021-8-6 22:48"
729,武汉新增6例确诊10例无症状,113,1434381,"2021-8-6 23:59"
73,云南瑞丽主城区实行封闭管理,31,160559,"2021-7-7 10:02"
730,郑州人做核酸有多拼,49,550871,"2021-8-6 23:59"
731,全国有7个高风险191个中风险,60,722138,"2021-8-7 08:36"
732,郑州市第三轮核酸检测,38,370819,"2021-8-7 08:49"
733,河南6地开展全员核酸检测,33,364737,"2021-8-7 08:50"
734,湖北荆门新增3例确诊病例,29,514435,"2021-8-7 09:33"
735,如何预防德尔塔毒株,30,512567,"2021-8-7 09:36"
736,31省区市新增75例本土确诊,31,510369,"2021-8-7 09:46"
737,湖北新增9例本土确诊病例,32,367009,"2021-8-7 10:17"
738,湖南新增本土确诊9例,33,403365,"2021-8-7 10:33"
739,烟台报告1例本土疑似病例,32,484823,"2021-8-7 10:34"
74,瑞丽疫情,250,696505,"2021-7-7 11:34"
740,拿到核酸检测报告需要分几步,33,474725,"2021-8-7 10:41"
741,新郎防疫期间独自迎娶新娘,29,324662,"2021-8-7 11:13"
742,郑州乘公交需要带有效核酸检测证明,31,406378,"2021-8-7 11:14"
743,江苏新增53例本土确诊,149,1256025,"2021-8-7 11:44"
744,扬州本土累计确诊病例超南京,31,511307,"2021-8-7 12:36"
745,扬州现有17例重型4例危重,35,809823,"2021-8-7 12:37"
746,奥运相关人员新增新冠肺炎确诊病例22例,31,504905,"2021-8-7 12:40"
747,扬州第三轮核酸检测筛查出13例阳性,31,502894,"2021-8-7 12:46"
748,高温下的核酸检测现场,32,490851,"2021-8-7 14:11"
749,郑州回应查询不到核酸检测结果,35,563156,"2021-8-7 14:13"
75,云南新增15例本土确诊病例,283,1408678,"2021-7-7 11:51"
750,德尔塔毒株即使无接触14秒也可感染,211,1622859,"2021-8-7 14:33"
751,郑州第三轮核酸漏检健康码将变黄,35,682224,"2021-8-7 14:37"
752,郑州通报17例无症状感染者和1例确诊病例,34,500044,"2021-8-7 15:08"
753,南京第1例重型患者出院,141,3382216,"2021-8-7 15:22"
754,株洲一无症状感染者隐瞒行程被立案,35,501482,"2021-8-7 15:25"
755,西安雁塔区超50万人核酸检测均为阴性,212,1205552,"2021-8-7 17:37"
756,湖南株洲新增3例确诊,46,474553,"2021-8-7 18:23"
757,北京发布五条疫情防控措施,31,473149,"2021-8-7 18:49"
758,司机送一个口罩乘客回赠10大包,115,794101,"2021-8-7 18:56"
759,武汉封控小区增至157个,126,513598,"2021-8-7 20:25"
76,云南瑞丽疫情与德尔塔变异株高度同源,100,344536,"2021-7-7 13:14"
760,郑州新增4处中风险地区,104,412965,"2021-8-7 21:31"
761,郑州累计报告本土确诊病例40例,31,554380,"2021-8-7 22:52"
762,南京第5轮核酸已查出2例确诊,151,873321,"2021-8-7 22:59"
763,郑州无症状转确诊20例,33,497330,"2021-8-7 23:09"
764,江苏核酸检测价格调整为65元,143,3257776,"2021-8-7 23:27"
765,女子将核酸报告P成阳性被行拘,77,3583889,"2021-8-7 23:59"
766,郑州1确诊病例前7次核酸都为阴性,141,3557005,"2021-8-7 23:59"
767,业主和装修师傅因疫情意外同居,56,3440100,"2021-8-7 23:59"
768,云南新增本土确诊7例,79,551873,"2021-8-8 09:26"
769,德尔塔与之前病毒株有哪些区别,70,534992,"2021-8-8 10:00"
77,湖北疫情,468,2473229,"2021-7-7 18:16"
770,南京市第19场疫情防控新闻发布会,32,252744,"2021-8-8 11:10"
771,31省区市新增81例本土确诊,147,423946,"2021-8-8 11:17"
772,河南新增24例本土确诊,162,870937,"2021-8-8 11:25"
773,江苏新增38例本土确诊病例,164,703741,"2021-8-8 11:46"
774,郑州新报告确诊病例系郑州六院医生,33,254862,"2021-8-8 11:55"
775,父亲做核酸检测巧遇驰援的儿子,148,1226539,"2021-8-8 12:07"
776,南京新增2例确诊均在集中隔离点发现,71,511724,"2021-8-8 12:18"
777,扬州11个病例去过同一个核酸检测点,188,1151319,"2021-8-8 14:36"
778,男子造谣武汉瞒报700多病例,116,425006,"2021-8-8 15:15"
779,全国有14个高风险191个中风险,31,299728,"2021-8-8 15:38"
78,浙江上线疫苗到货提醒功能,122,668696,"2021-7-7 22:28"
780,扬州已有19例重型6例危重型,180,781693,"2021-8-8 15:49"
781,河南21例无症状感染者转确诊,34,432204,"2021-8-8 16:23"
782,收到武汉防疫提示短信该如何处理,32,455358,"2021-8-8 16:49"
783,北京召开第235场疫情防控新闻发布会,31,427932,"2021-8-8 16:51"
784,武汉核酸检验员有多拼,38,511079,"2021-8-8 18:52"
785,郑州新增1例本土确诊病例,43,447159,"2021-8-8 21:09"
786,郑州一病例核酸检测8次才显阳性,165,1395909,"2021-8-8 22:04"
787,扬州广陵区防疫物资可满足需要,33,542812,"2021-8-8 22:39"
788,南通开展全员核酸检测,71,1028969,"2021-8-8 22:41"
789,扬州新增1地高风险10地中风险,32,492033,"2021-8-8 23:10"
79,阿姨打疫苗秒变表情包,124,603203,"2021-7-7 23:59"
790,郑州新增无症状感染者转确诊40例,184,1099105,"2021-8-8 23:59"
791,武汉封闭管控小区筛查出9例阳性,139,1023971,"2021-8-8 23:59"
792,南京小伙核酸志愿现场收到录取通知书,101,1005284,"2021-8-8 23:59"
793,江苏多地再派1000余名医护驰援扬州,56,483303,"2021-8-8 23:59"
794,全国有15个高风险201个中风险,63,271564,"2021-8-9 09:42"
795,31省区市新增本土确诊94例,32,267045,"2021-8-9 10:02"
796,海口核酸医护身绑冰棒防中暑,112,975422,"2021-8-9 10:09"
797,微信表情都戴医用口罩了,616,1498748,"2021-8-9 10:15"
798,河南新增4例本土无症状,92,419738,"2021-8-9 10:36"
799,怎样应对拉姆达变异毒株,147,394254,"2021-8-9 10:46"
8,德尔塔变异毒株可能存在免疫逃逸,677,855346,"2021-6-23 11:16"
80,瑞丽疫情防控难在何处,94,333786,"2021-7-7 23:59"
800,不能让病毒在人群中失控地传播,120,545662,"2021-8-9 10:57"
801,湖北新增本土确诊3例,49,364946,"2021-8-9 10:57"
802,北京新增3例境外输入确诊10例无症状,39,316949,"2021-8-9 11:15"
803,湖南新增12例本土确诊,113,589837,"2021-8-9 11:22"
804,扬州新增本土确诊38例,154,462650,"2021-8-9 12:04"
805,未来或出现白羊座毒株,1,297775,"2021-8-9 12:15"
806,张家界新增10例本土确诊,82,533807,"2021-8-9 12:19"
807,防疫一线让人心疼的一幕幕,32,303608,"2021-8-9 12:25"
808,拉姆达毒株是怎么命名的,32,347812,"2021-8-9 12:33"
809,人接种疫苗后仍能传播德尔塔病毒,147,1021127,"2021-8-9 14:21"
81,被汗湿的口罩无法预防新冠病毒,34,204981,"2021-7-7 23:59"
810,湖北核酸检测价格下调至60元,91,456823,"2021-8-9 14:26"
811,希腊字母用完后用星座命名变异毒株,121,447551,"2021-8-9 14:26"
812,武汉六大客运站已全部停运,36,488042,"2021-8-9 16:39"
813,希腊字母已命名11种变异毒株,32,476734,"2021-8-9 16:40"
814,扬州现有23例重型6例危重型,73,478243,"2021-8-9 17:21"
815,青岛现1例入境确诊治愈后复阳人员,103,636792,"2021-8-9 18:03"
816,海口确诊病例林某某传染源头初步确定,143,881214,"2021-8-9 18:33"
817,武汉新增2例确诊病例,38,411767,"2021-8-9 19:43"
818,郑州累计报告本土确诊病例116例,31,360721,"2021-8-9 21:50"
819,核酸检测工作人员热情揽客,109,557620,"2021-8-9 22:03"
82,云南新增2例本土确诊,53,181994,"2021-7-8 08:16"
820,北京报告1例肺炭疽病例,327,1236940,"2021-8-9 22:36"
821,扬州疫情现状如何,31,400282,"2021-8-9 22:52"
822,郑州暂停全市新冠病毒疫苗接种,92,2103021,"2021-8-9 23:59"
823,央视深度解析美国抗疫真相,62,467634,"2021-8-9 23:59"
824,村民谈扬州1人传多人检测点,84,466490,"2021-8-9 23:59"
825,常州关闭全市电影院,7,203938,"2021-8-10 00:06"
826,弘进轮11名核酸阳性船员被转移治疗,36,375899,"2021-8-10 08:46"
827,郑州新增3处中风险地区,144,616066,"2021-8-10 09:45"
828,全国现有15地高风险202地中风险,135,598007,"2021-8-10 09:56"
829,河南37例无症状转确诊,44,897217,"2021-8-10 10:12"
83,广州本轮疫情在院病例清零,310,740227,"2021-7-8 15:22"
830,以色列14人打加强针后仍感染新冠,39,323272,"2021-8-10 10:23"
831,31省区市新增108例本土确诊,36,313691,"2021-8-10 10:32"
832,以色列在研新药5天内治愈九成新冠重症者,164,1550262,"2021-8-10 11:00"
833,9日河南新增本土无症状感染者2例,39,409853,"2021-8-10 11:01"
834,扬州新增48例本土确诊病例,31,209608,"2021-8-10 11:01"
835,江苏新增50例本土确诊,126,1433294,"2021-8-10 11:52"
836,荆门疫情,110,682135,"2021-8-10 12:39"
837,荆门新增本土确诊病例10例,31,321286,"2021-8-10 12:44"
838,俄罗斯现新冠病毒超级传播者,291,4251718,"2021-8-10 13:00"
839,扬州累计本土确诊394例,32,324379,"2021-8-10 13:04"
84,厦门发现1名入境确诊治愈后复阳人员,34,259265,"2021-7-8 15:56"
840,河南正阳5个行政村调整为高风险,106,344796,"2021-8-10 13:06"
841,扬州第5轮大规模核酸已检出14例阳性,31,325090,"2021-8-10 13:27"
842,普通医用口罩可防德尔塔变异株,213,1769542,"2021-8-10 13:28"
843,湖北新增本土确诊15例,129,600100,"2021-8-10 13:31"
844,5种错误口罩存放办法增加污染风险,32,397952,"2021-8-10 15:51"
845,扬州累计报告394例本土确诊,31,409827,"2021-8-10 16:01"
846,为何郑州这么多无症状转确诊,41,413690,"2021-8-10 16:29"
847,郑州核酸检测找到暴雨中失踪男孩,125,2770251,"2021-8-10 16:54"
848,新冠病毒变异毒株仍在变化,98,490056,"2021-8-10 17:48"
849,现有疫苗对拉姆达是否有效,31,501384,"2021-8-10 18:59"
85,厦门疫情,551,683525,"2021-7-8 23:59"
850,确诊新冠老人用药盒写情书给老伴,90,1481109,"2021-8-10 23:59"
851,浙江健康码可查看行程卡,84,577512,"2021-8-10 23:59"
852,长沙两位新冠肺炎康复者成功捐献血浆,511,947179,"2021-8-11 08:30"
853,北京新增7例境外输入无症状,32,280878,"2021-8-11 09:30"
854,当防疫人员无聊时,31,263007,"2021-8-11 09:38"
855,河南新增7例本土确诊,42,386930,"2021-8-11 09:54"
856,云南新增新冠肺炎本土确诊病例2例,33,262341,"2021-8-11 10:02"
857,浙江新增12例境外输入确诊,33,326645,"2021-8-11 10:03"
858,南京累计本土确诊233例,34,376698,"2021-8-11 10:06"
859,湖北新增本土确诊14例,99,516333,"2021-8-11 11:09"
86,我国22个新冠疫苗进入临床试验阶段,299,549604,"2021-7-8 23:59"
860,湖南新增5例本土确诊,33,285603,"2021-8-11 11:23"
861,杭州一药店因向发烧人员出售退烧药被查,295,2514495,"2021-8-11 12:21"
862,扬州新增54例本土确诊,203,989035,"2021-8-11 12:23"
863,奥运健儿隔离时有多自律,248,744877,"2021-8-11 12:24"
864,500万人内的全员核酸要2天内完成,117,731358,"2021-8-11 12:38"
865,宁波舟山港发现1例新冠阳性,162,1049450,"2021-8-11 13:22"
866,扬州疫情集中在两条传播链,110,1077458,"2021-8-11 13:38"
867,扬州老人向检测点志愿者吐痰,119,735841,"2021-8-11 13:50"
868,云南芒市疫情期间禁止猫狗出户活动,42,436835,"2021-8-11 14:24"
869,全国新冠疫苗接种剂次超18亿,49,377890,"2021-8-11 15:58"
87,云南新增8例本土确诊,154,364133,"2021-7-9 09:50"
870,流调人员1天睡4小时只为跑赢病毒,101,601003,"2021-8-11 16:45"
871,成都两中风险区降为低风险,32,362701,"2021-8-11 17:00"
872,扬州第5轮核酸共检出25例阳性,98,442233,"2021-8-11 17:35"
873,白发老太不戴口罩聚集打牌称不怕坐牢,58,315733,"2021-8-11 17:43"
874,扬州和郑州正在发展为疫情新中心,191,1321937,"2021-8-11 18:14"
875,成都高新区水门仪式庆祝解封,31,365708,"2021-8-11 18:17"
876,女子身份遭误用被迫隔离,128,888040,"2021-8-11 20:46"
877,扬州新增3地高风险9地中风险,34,315227,"2021-8-11 21:54"
878,运动员隔离vlog内卷,128,427113,"2021-8-11 23:08"
879,国乒队隔离训练vlog,151,1162550,"2021-8-11 23:17"
88,云南新增7例本土确诊,163,276526,"2021-7-10 09:54"
880,北京昌平某确诊病例密接1751人,221,2634399,"2021-8-11 23:59"
881,"国务院 若发生疫情定点医院48小时内腾空",184,1906004,"2021-8-11 23:59"
882,跳水梦之队隔离vlog,126,933474,"2021-8-11 23:59"
883,四川疫苗接种土味广告,99,931702,"2021-8-11 23:59"
884,南京禄口街道3名干部因防疫不力被查,102,815430,"2021-8-11 23:59"
885,直击成都封闭区解封,101,544830,"2021-8-12 07:46"
886,西非首现马尔堡病毒死亡病例,39,222050,"2021-8-12 07:57"
887,北京高校师生员工非必要不离校,84,493584,"2021-8-12 08:29"
888,武汉调整中风险封闭区范围,35,289268,"2021-8-12 08:31"
889,第一视角看消防员转移核酸样本,32,427049,"2021-8-12 09:00"
89,中国医生原型,484,156685,"2021-7-11 08:24"
890,扬州新增确诊最大90岁最小1岁,113,1394878,"2021-8-12 09:01"
891,哥伦比亚确诊登革热19006例,32,427383,"2021-8-12 09:12"
892,拉姆达对疫苗抵抗力超越其他变异株,44,591003,"2021-8-12 09:17"
893,张家界暂停城区市场经营主体活动,37,457367,"2021-8-12 09:22"
894,云南新增3例新冠肺炎本土确诊病例,32,394454,"2021-8-12 09:32"
895,河南新增本土确诊3例,36,483657,"2021-8-12 09:34"
896,湖北新增10例本土无症状,33,378854,"2021-8-12 09:45"
897,四川推广餐饮外卖无接触取餐柜服务,31,266781,"2021-8-12 09:53"
898,江苏新增38例本土确诊,126,820397,"2021-8-12 10:58"
899,2022年初全球新冠确诊病例或将超3亿,32,378289,"2021-8-12 11:05"
9,东莞女护士雨中抱着核酸样本箱奔跑,147,333394,"2021-6-23 11:27"
90,31省区市新增24例确诊,31,158511,"2021-7-11 10:12"
900,南京新增本土出院病例2例,35,320162,"2021-8-12 11:44"
901,11人冒用他人核酸证明离宁被罚,33,336380,"2021-8-12 11:59"
902,湖南新增确诊病例7例,94,468848,"2021-8-12 12:06"
903,扬州市疫情防控新闻发布会,32,406002,"2021-8-12 12:32"
904,孙颖莎晒隔离日记,178,1129881,"2021-8-12 12:54"
905,扬州第6轮核酸检出2例阳性,31,463894,"2021-8-12 13:08"
906,呼和浩特倡议接种疫苗当日可休假,32,444196,"2021-8-12 13:27"
907,南京一名ICU病房护士确诊,166,1398141,"2021-8-12 13:42"
908,扬州现有3个高风险84个中风险地区,31,443713,"2021-8-12 13:45"
909,全国首例新冠确诊三胞胎孕妇顺利生产,160,2030446,"2021-8-12 14:47"
91,云南新增4例境外输入确诊,31,163121,"2021-7-11 10:36"
910,马龙隔离训练日记,14,306560,"2021-8-12 15:13"
911,扬州270例确诊病例在南京治疗,114,887934,"2021-8-12 15:14"
912,核酸检测流程分几步,31,341986,"2021-8-12 15:27"
913,南京所有成人确诊病例都用了中药治疗,361,4606468,"2021-8-12 15:52"
914,扬州多地调为高风险,31,328423,"2021-8-12 15:58"
915,秋季学期学生返校3条硬性标准,421,1226150,"2021-8-12 17:03"
916,解禁后的成都人,127,322483,"2021-8-12 17:38"
917,广州同和街开展全员核酸检测,33,250881,"2021-8-12 17:57"
918,广州1例入境人员解除隔离后阳性,156,626773,"2021-8-12 18:20"
919,全红婵隔离期超自律,410,2885844,"2021-8-12 18:56"
92,云南新增12例本土确诊,256,489516,"2021-7-11 12:50"
920,马龙樊振东隔离训练视频,315,1739409,"2021-8-12 20:22"
921,郑州新增本土确诊病例3例均是核酸检出,197,897085,"2021-8-12 20:42"
922,成都全市均为低风险地区,104,566447,"2021-8-12 23:39"
923,男子检查窨井盖被隔离14天,143,685221,"2021-8-12 23:52"
924,孙子抱98岁奶奶做核酸,311,4176068,"2021-8-12 23:59"
925,云南瑞丽新冠孕妇诞下三胞胎,77,776192,"2021-8-13 01:16"
926,扬州1天半建成国内最大移动实验室,477,605740,"2021-8-13 09:17"
927,全国中高风险地区一览,52,322179,"2021-8-13 09:23"
928,31省区市新增本土确诊47例,32,381918,"2021-8-13 09:48"
929,河南商丘发现1人新冠阳性,134,1329108,"2021-8-13 09:50"
93,南京疫情,479,1815434,"2021-7-12 17:42"
930,河南疫情,32,382393,"2021-8-13 09:56"
931,扬州新增25例本土确诊病例,33,376531,"2021-8-13 10:00"
932,江苏新增26例本土确诊,70,865146,"2021-8-13 10:34"
933,9图了解变异毒株德尔塔和拉姆达,30,264049,"2021-8-13 11:13"
934,河南新增14例本土确诊病例,154,455326,"2021-8-13 11:57"
935,德尔塔病毒载量是以往毒株1260倍,151,606215,"2021-8-13 12:14"
936,是否需接种疫苗加强针,180,884116,"2021-8-13 12:23"
937,河南新增本土无症状2例,87,470378,"2021-8-13 12:37"
938,女子网上找人开核酸证明被骗6000元,103,432090,"2021-8-13 13:35"
939,扬州累计报告510例本土确诊,76,431129,"2021-8-13 13:35"
94,云南新增1例本土确诊,123,150827,"2021-7-13 09:28"
940,杨倩隔离锻炼视频,368,1193413,"2021-8-13 14:29"
941,全国已有18省48市发生本土疫情,6,245354,"2021-8-13 18:20"
942,南京一幼师确诊,205,2696345,"2021-8-13 18:46"
943,中方对病毒溯源问题的三个反对,124,800241,"2021-8-13 20:25"
944,运动员隔离日记,1,251201,"2021-8-13 21:20"
945,成都熊猫一家雕塑戴口罩了,220,895754,"2021-8-13 21:27"
946,扬州4人防疫不力被处理,115,591073,"2021-8-13 21:34"
947,女子好奇看防疫消杀被喷脸,162,517796,"2021-8-13 22:00"
948,我国新冠疫苗完成全程接种人数超7.77亿,409,1491890,"2021-8-13 22:32"
949,奥运会乒乓球冠军花样隔离训练,198,1405057,"2021-8-13 23:12"
95,江苏新增1例本土确诊,172,577090,"2021-7-13 12:48"
950,女子隔离中收到女儿大学通知书,277,1004928,"2021-8-13 23:21"
951,男子隔着封控区送女友七夕礼物,114,492163,"2021-8-13 23:28"
952,全国现有27地高风险132地中风险,88,321402,"2021-8-14 09:56"
953,山东新增境外输入确诊病例4例,75,411727,"2021-8-14 10:56"
954,31省区市新增30例本土确诊病例,78,342915,"2021-8-14 11:07"
955,曾光称中国不会一直采取清零政策,80,545800,"2021-8-14 12:06"
956,康辉连说3遍戴口罩,310,2044629,"2021-8-14 12:51"
957,这是扬州的24小时,129,329194,"2021-8-14 13:22"
958,江苏新增本土确诊病例18例,260,1182017,"2021-8-14 13:55"
959,商丘虞城疫情管控不力并涉嫌瞒报疫情,115,443479,"2021-8-14 14:02"
96,江苏疫情,221,1705208,"2021-7-13 13:55"
960,国家卫健委发布新版戴口罩指引,138,639966,"2021-8-14 14:52"
961,山东疫情,316,920044,"2021-8-14 15:11"
962,防疫医护结束工作后摆可爱造型,31,760260,"2021-8-14 16:46"
963,教育部门秋季返校最新要求,1052,406235,"2021-8-14 17:31"
964,奥运健儿隔离期间网上开公开课,30,354287,"2021-8-14 19:00"
965,河南灵宝二院10人核酸混检弱阳性,138,1150982,"2021-8-14 19:17"
966,小猫咪提醒您做好疫情防护,135,374894,"2021-8-14 19:55"
967,光疫苗保障中国奥运代表团零感染,112,438659,"2021-8-14 21:03"
968,张家齐的隔离vlog,73,394117,"2021-8-14 21:40"
969,男子误操作定位到阿富汗健康码变红,273,1260405,"2021-8-14 22:14"
97,马来西亚一疫苗接种点200余工作人员确诊,274,1198140,"2021-7-14 12:39"
970,北京健康宝升级啦,27,378305,"2021-8-14 22:26"
971,扬州12人防疫不力被处理,98,316527,"2021-8-15 08:55"
972,江西赣州一份进口榴莲外包装检出阳性,99,341501,"2021-8-15 09:55"
973,扬州未核酸检测将录入失信记录,156,1057279,"2021-8-15 10:13"
974,河南新增5例本土确诊病例,116,434184,"2021-8-15 11:16"
975,江苏新增18例本土确诊病例,160,499925,"2021-8-15 11:57"
976,村民核酸检测太配合致下颌脱落,185,873317,"2021-8-15 11:59"
977,河南商丘确诊病例瞒报行程致疫情反弹,213,853252,"2021-8-15 12:42"
978,扬州新增18例确诊17人来自隔离点,34,319936,"2021-8-15 13:17"
979,郑州中小学开学时间延迟,89,364529,"2021-8-15 13:18"
98,我国新冠疫苗接种超14亿剂次,341,595444,"2021-7-14 21:02"
980,河南商丘新增11例感染者,138,490468,"2021-8-15 14:16"
981,全红婵隔离运动视频,190,605462,"2021-8-15 14:20"
982,炭疽和新冠是同一等级传染病,237,1621247,"2021-8-15 15:36"
983,男子入境23天在浙江检出阳性,171,787865,"2021-8-15 15:40"
984,你的口罩戴对了吗,55,377031,"2021-8-15 16:29"
985,口罩怎样存放更卫生,48,380461,"2021-8-15 16:40"
986,新疆新增3例无症状,164,517230,"2021-8-15 17:27"
987,南京学校开学前15天不得再做核酸检测点,143,770166,"2021-8-15 17:57"
988,身患多种传染病也能办健康证,198,1298897,"2021-8-15 18:15"
989,刘诗雯的隔离训练vlog,199,1073882,"2021-8-15 18:31"
99,云南新增5例本土确诊,137,244850,"2021-7-15 09:32"
990,新冠病毒是否会变得越来越强,189,572534,"2021-8-15 18:39"
991,商丘第一例新冠确诊女孩发声,321,801175,"2021-8-15 20:13"
992,越南一家8口感染新冠同日离世,145,2053634,"2021-8-15 23:59"
993,芦玉菲隔离训练,26,443290,"2021-8-15 23:59"
994,徐嘉余晒隔离晚饭,76,420585,"2021-8-15 23:59"
995,河南虞城8人防疫不力被处理,133,474488,"2021-8-16 09:27"
996,31省区市新增13例本土确诊病例,44,352405,"2021-8-16 10:21"
997,江苏新增6例本土确诊病例,108,541893,"2021-8-16 11:23"
998,河南新增6例本土确诊,124,471511,"2021-8-16 11:38"
999,外婆借做核酸检测带外孙见爸爸,327,1911154,"2021-8-16 16:21"
